CardID,CustomerID,CardNumber,CardType,ExpiryDate
10067,67,3507970825621085,Amex,2028-10-29
10068,68,676382072582,MasterCard,2027-09-28
10069,69,4245534624702,MasterCard,2028-10-11
10070,70,639088090118,Visa,2028-05-15
10071,71,4757321184793021,Discover,2026-08-06
10072,72,345694583940741,Discover,2027-06-21
10073,73,4287863273376328777,Amex,2026-11-03
10074,74,180065933177631,Visa,2029-05-17
10075,75,36284487663690,Visa,2028-08-19
10076,76,180091911485531,Amex,2027-01-08
10077,77,4828728066138775,Visa,2028-03-16
10078,78,3591003904106781,MasterCard,2028-08-12
10079,79,4071570548528434249,Visa,2026-10-30
10080,80,4486955096546668,Discover,2027-07-16
10081,81,060408815482,Discover,2029-02-09
10082,82,6504801775255945,Discover,2029-06-15
10083,83,4993314227752264,Visa,2029-01-02
10084,84,3572007064741157,Visa,2026-12-29
10085,85,4846411388928712359,MasterCard,2028-10-10
10086,86,180087398773142,MasterCard,2027-01-31
10087,87,3575532390582220,MasterCard,2028-09-12
10088,88,6011561677015443,MasterCard,2027-03-30
10089,89,30063412810626,Visa,2029-03-29
10090,90,4194939540768198374,Visa,2028-07-18
10091,91,30413626954308,MasterCard,2027-05-03
10092,92,4941102437763438712,MasterCard,2027-06-13
10093,93,4984001639753367,MasterCard,2026-08-23
10094,94,4849616173772443,Amex,2027-10-23
10095,95,4745418584344,Amex,2027-03-03
10096,96,30403031175060,Amex,2029-01-02
10097,97,3580483701364093,Amex,2028-07-20
10098,98,4742526933914540,Discover,2026-08-28
10099,99,3512885646326164,Discover,2026-08-16
10100,100,4177617906277992231,Discover,2027-02-12
10101,101,563194134158,Visa,2026-10-17
10102,102,30240340376751,Discover,2026-08-03
10103,103,213142890006532,Discover,2027-04-15
10104,104,30275745947251,MasterCard,2029-05-26
10105,105,4984186999935,Discover,2029-06-09
10106,106,3574142916767932,Amex,2028-01-24
10107,107,4587997872440076361,Discover,2026-09-06
10108,108,2700769934228403,MasterCard,2028-04-08
10109,109,4225684644163,MasterCard,2028-03-12
10110,110,503891632849,MasterCard,2028-05-23
10111,111,5424895374844280,Discover,2027-03-02
10112,112,213144910712479,Amex,2026-12-14
10113,113,3574125036264716,Discover,2026-08-02
10114,114,3510392208647717,Visa,2026-08-17
10115,115,4546512878156,Amex,2028-09-06
10116,116,4013759641193,Discover,2028-03-20
10117,117,6593166192740438,Amex,2028-12-26
10118,118,3564643958788498,Amex,2026-11-01
10119,119,3590284738216423,Amex,2028-07-02
10120,120,639027345540,Amex,2027-12-28
10121,121,4392190340860664,Visa,2028-10-04
10122,122,180076157737000,MasterCard,2027-09-28
10123,123,4331952026807929,Amex,2028-12-09
10124,124,3513265216310600,Discover,2027-09-26
10125,125,6011061618821637,Amex,2028-08-28
10126,126,3513806880561075,Discover,2027-04-03
10127,127,30117843522125,Discover,2028-10-26
10128,128,4590257058671984916,MasterCard,2028-05-19
10129,129,30549611566167,Amex,2028-10-12
10130,130,213125838349296,MasterCard,2029-04-29
10131,131,502095625278,Discover,2026-12-03
10132,132,4989399471331697,Discover,2027-07-27
10133,133,567186661011,MasterCard,2026-10-18
10134,134,4189734009671936996,Visa,2028-01-17
10135,135,30020127957274,MasterCard,2027-06-04
10136,136,213124726892368,Amex,2027-03-01
10137,137,4147488848258193,MasterCard,2026-08-23
10138,138,375658847188259,Amex,2027-12-06
10139,139,4612891781348358,Visa,2028-02-01
10140,140,372326815728042,Amex,2029-01-04
10141,141,5452574575129792,MasterCard,2027-07-10
10142,142,340081975197400,MasterCard,2028-04-13
10143,143,30510605552001,Amex,2026-11-03
10144,144,3539761491764248,Visa,2027-06-06
10145,145,36902593868412,Amex,2026-12-27
10146,146,3557165862806694,Discover,2026-09-11
10147,147,4115941758913171,Amex,2028-12-27
10148,148,4731538973920231,Amex,2028-03-03
10149,149,2372432991542680,Visa,2028-05-07
10150,150,180024279880506,Visa,2028-08-03
10151,151,3532434395942404,Visa,2028-12-01
10152,152,4701977153885605340,MasterCard,2029-03-13
10153,153,4091598051795487,MasterCard,2028-12-14
10154,154,4757492440239297,Discover,2026-10-16
10155,155,342278768452574,Discover,2028-06-29
10156,156,4651002283145124786,MasterCard,2027-01-28
10157,157,4993853393232328327,MasterCard,2028-08-04
10158,158,4734836737996829,Amex,2029-07-08
10159,159,5107515257190270,Amex,2027-12-29
10160,160,4527306328847579566,Visa,2028-08-05
10161,161,342999522180942,Discover,2028-02-14
10162,162,6011104555553035,Discover,2029-03-10
10163,163,180057556308304,Amex,2026-08-11
10164,164,3564201363590221,Discover,2026-12-03
10165,165,4207671725155,Amex,2028-04-30
10166,166,6561841738227912,Amex,2027-10-30
10167,167,3527696974331210,Discover,2028-11-09
10168,168,30406960982844,Discover,2029-02-28
10169,169,180013246305333,MasterCard,2026-12-17
10170,170,30103207531118,Discover,2027-12-16
10171,171,30019417103771,Visa,2027-03-11
10172,172,4709948948144101315,Visa,2028-10-12
10173,173,4583162950149513,Discover,2029-04-27
10174,174,3588897022726890,MasterCard,2027-09-22
10175,175,3525401873635023,MasterCard,2027-11-12
10176,176,3567832509533068,MasterCard,2027-09-18
10177,177,4180252379700090,MasterCard,2027-12-04
10178,178,3525704284348510,Discover,2028-12-24
10179,179,6011407182180076,Discover,2029-01-07
10180,180,565398367948,MasterCard,2028-04-02
10181,181,373344036592880,Discover,2029-03-06
10182,182,4999185541064290579,Amex,2028-09-21
10183,183,4172275596315889,Amex,2027-10-31
10184,184,340323827514352,MasterCard,2029-03-26
10185,185,4761318332180385277,Amex,2027-09-22
10186,186,374666900847373,Visa,2027-08-29
10187,187,4299392345637776146,Discover,2028-09-14
10188,188,639068869390,MasterCard,2027-06-08
10189,189,340919090731381,Amex,2028-06-06
10190,190,371772081974987,Visa,2029-02-20
10191,191,4429629691798,Discover,2027-12-13
10192,192,060452075249,Amex,2028-03-30
10193,193,675918280461,Discover,2028-01-29
10194,194,344934878189609,Visa,2027-06-18
10195,195,675936866515,Visa,2028-11-25
10196,196,3588648272971987,Discover,2029-04-16
10197,197,639040006566,Visa,2027-02-12
10198,198,6011255360855088,MasterCard,2028-01-07
10199,199,6515779503504999,Discover,2028-12-06
10200,200,502001809453,Visa,2028-01-06
10201,201,373971530859843,Discover,2029-01-13
10202,202,4266766224304367,Amex,2029-07-15
10203,203,38410428990458,MasterCard,2029-03-20
10204,204,376932052377835,Discover,2027-02-26
10205,205,4622119811448828314,Visa,2027-09-20
10206,206,370922695255635,Discover,2026-10-05
10207,207,3554307056467866,MasterCard,2027-10-06
10208,208,30180985216229,Amex,2027-02-13
10209,209,180059077987236,Amex,2029-06-19
10210,210,4099429108309339390,Discover,2026-09-28
10211,211,30148691534052,Visa,2027-09-19
10212,212,213142153728061,Discover,2027-12-17
10213,213,4276921251200994777,Amex,2028-04-20
10214,214,4185193909598567562,Discover,2028-07-14
10215,215,4996654629847137601,Discover,2027-08-02
10216,216,6011024965945292,Discover,2027-08-25
10217,217,4092220873049,Visa,2027-09-24
10218,218,346657420667248,Discover,2028-06-22
10219,219,3551895147723670,Visa,2029-04-03
10220,220,6596409861352318,Visa,2027-09-16
10221,221,3561662798476356,Amex,2028-02-06
10222,222,4386701754212966,Amex,2026-09-09
10223,223,4758644608114949,MasterCard,2028-01-20
10224,224,502092246482,Visa,2026-07-31
10225,225,4548074609345331,Visa,2027-11-21
10226,226,4062908549249374,Amex,2027-06-29
10227,227,375724637781768,Amex,2027-12-19
10228,228,4926090805304379,MasterCard,2027-04-29
10229,229,3537045255960172,Discover,2028-05-01
10230,230,3540871258734198,Visa,2028-11-29
10231,231,3565868614589563,Discover,2028-05-08
10232,232,213172815899752,Discover,2026-11-13
10233,233,30014580983166,MasterCard,2027-03-02
10234,234,213109787406125,MasterCard,2028-04-13
10235,235,30364686056155,Discover,2028-08-10
10236,236,2703748301988473,Amex,2027-10-18
10237,237,4895346314304,Visa,2027-07-14
10238,238,2266856664225992,MasterCard,2027-03-12
10239,239,4397558491495982137,Discover,2026-09-29
10240,240,2706660268467093,Discover,2028-09-24
10241,241,4050633320404,MasterCard,2029-02-09
10242,242,30359575592294,Visa,2026-09-21
10243,243,4041076748752535,Amex,2026-09-15
10244,244,180051582560905,Amex,2028-01-19
10245,245,5249262567814534,Discover,2027-08-22
10246,246,4325906316436037,Visa,2026-08-01
10247,247,4509267911001348,Amex,2029-05-16
10248,248,3579463008861085,Discover,2026-08-05
10249,249,3586349198709948,Discover,2028-02-19
10250,250,3571668666495400,Amex,2028-01-10
10251,251,6562668110507754,Amex,2027-09-27
10252,252,4607093584106953,MasterCard,2027-07-19
10253,253,3579208657588772,Discover,2029-01-29
10254,254,4761957396820310,Visa,2027-07-07
10255,255,36834832326672,Amex,2028-06-19
10256,256,3507059182880771,Visa,2026-10-14
10257,257,341883692104091,Visa,2028-05-20
10258,258,3582636018298142,Amex,2028-11-18
10259,259,30215640098206,Visa,2029-04-30
10260,260,346965963273666,MasterCard,2027-02-16
10261,261,4557413818757013421,MasterCard,2028-12-29
10262,262,3539948458312786,MasterCard,2027-08-22
10263,263,3567634255401783,MasterCard,2028-06-20
10264,264,180001651169401,Amex,2027-06-30
10265,265,4111563725756333581,MasterCard,2029-03-21
10266,266,4585747969091,Discover,2028-03-16
10267,267,6011949858612114,Amex,2026-09-09
10268,268,3586533863198301,Amex,2028-08-07
10269,269,180053379596423,Amex,2028-07-26
10270,270,060491212308,MasterCard,2029-03-08
10271,271,4289113686407136,Discover,2029-02-04
10272,272,4662424311893586471,Amex,2027-09-05
10273,273,3547271471716531,Visa,2028-03-01
10274,274,3540659877761175,Visa,2028-08-09
10275,275,30331216026156,Discover,2027-07-22
10276,276,3555986117271315,MasterCard,2027-01-26
10277,277,180014168529744,Visa,2028-10-22
10278,278,4714029940670605,Discover,2027-04-18
10279,279,4666048956733204680,Amex,2028-08-24
10280,280,6011892227696204,MasterCard,2028-07-23
10281,281,4694141029542093062,Amex,2027-10-19
10282,282,5284768506291770,Amex,2027-04-21
10283,283,3543601428555380,MasterCard,2029-01-07
10284,284,371957896738319,MasterCard,2026-08-01
10285,285,3535321687579431,Amex,2028-07-06
10286,286,6011255885546535,Discover,2027-12-26
10287,287,2224677212996418,Visa,2027-05-17
10288,288,213165319649871,Visa,2029-05-26
10289,289,2532390803656089,Visa,2029-02-05
10290,290,5173414775692265,Discover,2027-09-09
10291,291,4489384397608019,MasterCard,2029-06-03
10292,292,2360140565573528,Visa,2027-07-18
10293,293,2253069803986533,Visa,2028-12-28
10294,294,574070887546,Visa,2026-09-30
10295,295,2396957347284225,Amex,2029-02-17
10296,296,6011669666190521,Visa,2029-02-05
10297,297,3529554918112063,MasterCard,2026-10-05
10298,298,213120262636383,MasterCard,2027-04-20
10299,299,4720959280336775,MasterCard,2029-07-22
10300,300,676108295541,Visa,2029-01-31
10301,301,4513445785664282040,Discover,2027-01-13
10302,302,4106149586049611,Amex,2026-12-18
10303,303,4735822810697638729,MasterCard,2029-05-27
10304,304,4116358759932556,Amex,2026-09-16
10305,305,5523044238519339,Visa,2027-02-09
10306,306,2271379882578517,Visa,2028-11-18
10307,307,3526771135723570,Amex,2027-12-19
10308,308,4694662825187,Amex,2029-03-20
10309,309,6011038163541273,Discover,2029-04-09
10310,310,3525668343814194,MasterCard,2028-06-06
10311,311,4683260528695436,MasterCard,2029-03-21
10312,312,3500082008506278,Discover,2027-03-07
10313,313,4218153852637863252,Visa,2028-09-13
10314,314,581589962843,Amex,2029-07-12
10315,315,38267491707684,Amex,2029-01-21
10316,316,30180533578310,Amex,2028-06-16
10317,317,371567770262771,Discover,2027-01-29
10318,318,4716068105193,MasterCard,2026-08-25
10319,319,30204572413021,MasterCard,2027-03-10
10320,320,4852708884285221,Amex,2027-10-10
10321,321,340212100551506,Visa,2026-08-16
10322,322,3558810336985249,Visa,2028-11-05
10323,323,4527295777807,Amex,2029-05-06
10324,324,4127980234955772856,Amex,2029-06-06
10325,325,6011488613623132,Discover,2028-06-11
10326,326,4089138120184894,Discover,2027-09-10
10327,327,4956843259647161,Discover,2026-08-24
10328,328,30545031478785,Amex,2026-12-13
10329,329,4662363447024841147,Discover,2027-10-29
10330,330,180073232909357,Amex,2029-06-13
10331,331,4158429720779068,Visa,2028-11-29
10332,332,502091040944,Visa,2026-08-27
10333,333,4440035089915,Discover,2029-06-28
10334,334,4937255371690707225,Amex,2029-01-29
10335,335,4878613267439,MasterCard,2028-10-22
10336,336,4697036442071993,Amex,2029-05-01
10337,337,4521683638070412749,MasterCard,2027-11-13
10338,338,3586571219405285,Visa,2027-11-10
10339,339,30433848812134,Discover,2027-01-02
10340,340,3571439146865665,Visa,2029-04-09
10341,341,342579078376894,MasterCard,2028-03-23
10342,342,4037155901612,Amex,2029-04-17
10343,343,4266883249773029,Discover,2027-02-23
10344,344,4496984269209864765,Discover,2028-03-18
10345,345,4486367819080,Amex,2027-10-04
10346,346,3559879920521248,Amex,2028-02-09
10347,347,4275659695709967,Visa,2027-07-28
10348,348,345205510320525,MasterCard,2027-05-09
10349,349,581993575850,MasterCard,2028-09-26
10350,350,4437102955266824343,Discover,2028-06-14
10351,351,676271653815,Discover,2027-07-14
10352,352,213156792115845,Discover,2029-06-18
10353,353,373937077502351,MasterCard,2027-03-23
10354,354,4092529190011956,Discover,2026-10-20
10355,355,180070404111903,Discover,2027-03-04
10356,356,4142965535272434,Amex,2027-03-30
10357,357,2720519648249617,Visa,2027-08-29
10358,358,4874048836443,Amex,2029-04-04
10359,359,2708773641180263,Amex,2027-02-18
10360,360,3549202276457003,MasterCard,2027-07-22
10361,361,4310837857217457432,Amex,2029-02-15
10362,362,4649310484837,Amex,2028-10-19
10363,363,3544283272113415,Discover,2028-03-26
10364,364,2260807743588435,Visa,2028-02-02
10365,365,570692639968,Amex,2027-11-14
10366,366,180069938511836,Amex,2028-01-05
10367,367,344806166369087,Discover,2029-01-14
10368,368,4432518642187,Discover,2029-03-19
10369,369,5289829470222723,Amex,2028-03-06
10370,370,639020901570,Discover,2029-07-21
10371,371,5343538529996401,MasterCard,2027-10-06
10372,372,4303621236490,MasterCard,2028-07-17
10373,373,30323648426450,MasterCard,2027-12-13
10374,374,30176418480044,MasterCard,2028-11-25
10375,375,5352468262972500,Visa,2026-10-17
10376,376,4429845301608362412,Amex,2027-06-10
10377,377,6550981038332807,Discover,2028-08-28
10378,378,4784718589544655251,Amex,2026-09-26
10379,379,370092903238185,Amex,2027-05-18
10380,380,4270229718080,Discover,2028-12-14
10381,381,2239343589376717,Discover,2028-05-13
10382,382,4323556774204435,Visa,2027-06-16
10383,383,3549618435822078,Amex,2027-11-06
10384,384,4374124920153,Discover,2028-08-02
10385,385,4884357661631652,MasterCard,2027-02-08
10386,386,4686011516251,Amex,2029-07-14
10387,387,3530028160628057,Discover,2026-11-26
10388,388,3509653761809660,Discover,2029-01-29
10389,389,502021033639,Amex,2028-01-16
10390,390,676357789251,Amex,2027-12-01
10391,391,3510235598186954,Visa,2027-06-30
10392,392,3579254224451847,Discover,2028-05-02
10393,393,6556610680100915,Visa,2027-10-28
10394,394,6011315095688319,Visa,2026-10-23
10395,395,6509600714311800,Visa,2027-06-27
10396,396,4454755895783730026,Discover,2027-03-31
10397,397,4303863177963151,MasterCard,2027-02-07
10398,398,4366661078657227,Visa,2028-02-01
10399,399,2712373365054515,Amex,2029-03-27
10400,400,4921321925654145,Visa,2027-02-19
10401,401,3560210087975141,MasterCard,2026-07-30
10402,402,36387379138695,MasterCard,2029-07-04
10403,403,4631096839311245,Visa,2028-05-30
10404,404,3526969661019716,Discover,2028-03-14
10405,405,4964657883188714719,Visa,2026-11-11
10406,406,3560973880969682,Amex,2028-03-24
10407,407,4487828870260203,Discover,2026-10-28
10408,408,2703013085734381,Visa,2028-08-11
10409,409,4053289113198854,MasterCard,2027-04-23
10410,410,2704974366408574,Amex,2028-08-21
10411,411,3543570813611290,Visa,2028-07-16
10412,412,5596946495725932,Amex,2028-11-10
10413,413,4416322718313891,Amex,2027-05-02
10414,414,570039658663,Discover,2028-10-11
10415,415,180073433282331,MasterCard,2026-10-07
10416,416,2704334857563017,Amex,2026-09-23
10417,417,3546682833754765,MasterCard,2027-12-06
10418,418,4792978860977835,MasterCard,2027-09-24
10419,419,2281752169855717,Amex,2029-03-31
10420,420,4654321772014,Visa,2027-12-18
10421,421,3516845829897981,MasterCard,2027-08-28
10422,422,4395169375474444174,Discover,2028-06-10
10423,423,6011137754401705,Visa,2027-04-30
10424,424,6011061531255012,Amex,2027-01-19
10425,425,6011373712651400,MasterCard,2028-09-15
10426,426,4529706507468,Amex,2026-08-07
10427,427,2295838708686731,MasterCard,2027-06-06
10428,428,377536089632127,Visa,2027-04-04
10429,429,3518700157901491,MasterCard,2029-04-25
10430,430,6542004426438390,MasterCard,2029-04-03
10431,431,3596170061308727,Visa,2028-04-24
10432,432,6011115214331365,Discover,2029-05-19
10433,433,3503770453203956,Visa,2026-12-10
10434,434,375866373664219,Amex,2027-12-06
10435,435,180018350421651,Discover,2029-03-26
10436,436,3502497427581009,Discover,2027-06-04
10437,437,4890102334083,Amex,2027-08-03
10438,438,4270586966697586,Amex,2026-08-15
10439,439,6011732717255667,Amex,2027-09-01
10440,440,6011138037235985,Amex,2028-02-01
10441,441,6011126912832356,Visa,2028-01-10
10442,442,4694082768605751,Discover,2029-04-10
10443,443,3599605995554208,Discover,2028-11-11
10444,444,3503481881284085,Discover,2029-06-24
10445,445,4163775683470472,Discover,2029-02-08
10446,446,2248659374273044,Discover,2028-10-06
10447,447,4402619859835707,Discover,2028-02-16
10448,448,4420746764878189,Amex,2027-03-30
10449,449,503844988553,MasterCard,2027-01-29
10450,450,30341857981486,MasterCard,2028-09-29
10451,451,4929837165345,Visa,2028-08-17
10452,452,3514056496465472,MasterCard,2028-08-20
10453,453,2244351737646827,MasterCard,2028-02-08
10454,454,4641294942555596,MasterCard,2027-11-30
10455,455,347390332081600,MasterCard,2026-09-25
10456,456,4145817189697753,MasterCard,2028-06-05
10457,457,4476624913723296,Visa,2026-09-14
10458,458,3587259647818258,Visa,2028-11-16
10459,459,370603311673019,Amex,2026-11-30
10460,460,4192232315517242,Amex,2029-05-20
10461,461,3595645476284135,Visa,2027-08-09
10462,462,575377580536,Visa,2027-08-09
10463,463,346626573648768,Visa,2028-07-23
10464,464,503839655811,Discover,2026-09-15
10465,465,4631150854270552,Amex,2026-11-05
10466,466,3594493095020486,Amex,2029-07-02
10467,467,4882298097886425598,Amex,2027-12-23
10468,468,4470666535787,Visa,2027-02-27
10469,469,4095597865910,Amex,2028-03-16
10470,470,30105610148216,Discover,2026-08-11
10471,471,3587813352697669,Discover,2029-01-27
10472,472,3592261689277214,Amex,2027-05-20
10473,473,30534780742153,Amex,2029-05-25
10474,474,676201484182,MasterCard,2028-06-20
10475,475,180082748231123,MasterCard,2026-09-01
10476,476,30339241095740,Amex,2029-04-21
10477,477,348080064803870,Amex,2027-03-11
10478,478,3505923374000476,MasterCard,2027-11-19
10479,479,2593256446751288,Visa,2029-03-15
10480,480,3518024063868524,Visa,2027-02-13
10481,481,213191840748743,Discover,2028-07-17
10482,482,503882576542,Amex,2027-08-24
10483,483,3599659221029394,Discover,2029-01-30
10484,484,4382183216206965,Discover,2029-05-22
10485,485,2718262254683571,Amex,2026-08-06
10486,486,6011666709779575,MasterCard,2027-05-19
10487,487,6589660765260440,MasterCard,2027-12-21
10488,488,3590337060171176,Amex,2027-01-23
10489,489,3506975264366150,MasterCard,2029-02-11
10490,490,2294468135095560,Visa,2028-07-08
10491,491,6575654907391151,Discover,2029-01-11
10492,492,344762958297574,Visa,2028-04-14
10493,493,2473642246704707,MasterCard,2028-05-15
10494,494,180031866870840,MasterCard,2028-05-21
10495,495,2274341438590005,Amex,2028-01-27
10496,496,4383014561555,MasterCard,2028-06-13
10497,497,3555323627386823,Discover,2027-08-07
10498,498,375763366630150,Amex,2028-01-28
10499,499,4821913960134594,Amex,2028-08-08
10500,500,3546841621048315,MasterCard,2028-10-15
